"seats","passengers","distance","unique_carrier","year","month","class"
4408,3795,228,"YX",2018,6,"F"
4433,3747,926,"WN",2019,11,"F"
28240,24919,6469,"BR",2018,1,"F"
456,233,308,"YX",2019,4,"F"
6125,5800,1587,"WN",2019,7,"F"
1600,1447,516,"AX",2019,7,"F"
48,23,620,"KO",2019,6,"L"
7697,6622,1669,"UA",2019,11,"F"
280,274,1042,"YX",2019,7,"F"
0,0,1944,"FX",2018,11,"G"
16,16,503,"KO",2019,3,"L"
4788,3398,400,"OO",2019,1,"F"
7175,6317,883,"WN",2018,9,"F"
0,0,22,"7S",2019,2,"G"
99,84,1637,"5D",2019,8,"F"
0,0,3316,"VIQ",2018,2,"P"
6,2,42,"2O",2018,6,"L"
2288,2007,981,"WN",2018,12,"F"
0,0,13,"7S",2019,7,"G"
54,19,115,"K2",2019,8,"L"
4320,4191,1979,"DL",2018,11,"F"
2850,2021,359,"AX",2018,5,"F"
2720,2431,1953,"DL",2018,7,"F"
900,722,507,"OO",2018,12,"F"
4180,3364,292,"YX",2018,11,"F"
3712,2900,326,"UA",2018,2,"F"
72,52,2136,"DL",2019,12,"L"
8439,7986,6850,"DL",2018,6,"F"
36,10,14,"GV",2018,1,"F"
150,0,228,"09Q",2018,2,"L"
2380,2110,235,"G7",2018,4,"F"
0,0,1239,"KE",2018,10,"G"
621,412,195,"V8",2018,9,"F"
0,0,1787,"LA",2018,4,"G"
875,846,1751,"WN",2018,7,"F"
728,724,1426,"NK",2019,9,"F"
5200,3366,4930,"IG",2019,2,"F"
8,5,0,"H6",2019,11,"F"
4025,3350,677,"WN",2018,5,"F"
60,28,9,"H6",2018,5,"F"
3520,2286,296,"MQ",2018,11,"F"
0,0,76,"5X",2018,10,"G"
0,0,1798,"FX",2019,7,"G"
760,678,1504,"YX",2019,1,"F"
0,0,174,"H6",2019,3,"G"
0,0,0,"U7",2019,2,"P"
10098,7362,399,"AA",2018,2,"F"
65,37,557,"MQ",2018,7,"F"
2037,1778,890,"G4",2019,1,"F"
4698,4023,1166,"B6",2019,3,"F"
320,225,370,"AA",2018,10,"F"
25,15,71,"K2",2019,10,"F"
5514,3991,507,"DL",2018,6,"F"
2204,1608,329,"OO",2019,2,"F"
17721,16050,758,"UA",2019,2,"F"
9,0,145,"GV",2018,1,"L"
5,0,112,"7S",2019,8,"F"
50,44,103,"AX",2019,1,"F"
3190,2069,236,"DL",2018,8,"F"
18982,18647,3180,"EI",2019,10,"F"
1470,1412,1201,"G7",2018,6,"F"
8151,5786,626,"WN",2019,10,"F"
179,161,965,"UA",2019,7,"F"
3328,2496,347,"AA",2018,10,"F"
6446,5208,4278,"AZ",2018,12,"F"
4553,4184,1695,"DL",2019,2,"F"
200,177,583,"EV",2019,6,"F"
6592,4306,678,"KV",2018,12,"F"
1941,1780,1846,"AS",2019,5,"F"
63,34,81,"J5",2018,7,"F"
199,185,946,"DL",2018,6,"F"
0,0,1354,"KLQ",2019,8,"P"
0,0,77,"FX",2018,4,"G"
179,110,849,"UA",2018,9,"F"
13440,10029,646,"AA",2018,7,"F"
6006,5603,883,"WN",2019,8,"F"
10582,8767,495,"WN",2019,2,"F"
836,516,584,"OO",2018,2,"F"
1080,787,1077,"G4",2018,4,"F"
27,13,153,"J5",2018,8,"L"
14,2,4987,"VJT",2018,6,"L"
362,218,224,"AA",2018,4,"F"
7950,7140,1608,"B6",2018,2,"F"
285,146,4243,"AA",2019,12,"F"
6000,4537,203,"PT",2019,3,"F"
4960,4034,879,"DL",2019,5,"F"
0,0,422,"5Y",2019,3,"P"
537,456,1697,"UA",2019,1,"F"
0,0,5738,"RJ",2019,10,"P"
600,464,531,"ZW",2018,3,"F"
157,143,581,"DL",2018,2,"F"
4650,4195,1180,"B6",2019,3,"F"
5100,4619,992,"AA",2018,5,"F"
1225,1000,1092,"WN",2019,11,"F"
3150,2891,395,"EV",2019,6,"F"
158,124,235,"DL",2019,9,"F"
6760,5307,4962,"UA",2018,2,"F"
16302,14023,452,"WN",2019,9,"F"
2650,2132,394,"QK",2018,6,"F"
30420,27710,1846,"UA",2019,12,"F"
8,3,169,"4B",2019,5,"F"
1512,837,3022,"D8",2018,10,"F"
468,171,59,"H6",2018,3,"F"
0,0,1089,"5Y",2019,3,"P"
6840,5691,1028,"NK",2018,6,"F"
1488,1334,1030,"G4",2019,1,"F"
6800,5516,257,"PT",2019,9,"F"
9120,8045,4072,"AA",2019,9,"F"
1495,1055,76,"EV",2018,1,"F"
11019,9679,1299,"SY",2018,9,"F"
876,816,967,"UA",2019,4,"F"
6240,4557,640,"OH",2019,1,"F"
36,4,34,"H6",2018,2,"F"
0,0,1175,"ABX",2019,6,"G"
5580,5035,925,"NK",2018,7,"F"
1500,1315,515,"ZW",2018,1,"F"
143,130,1821,"WN",2019,5,"F"
2356,2178,641,"OO",2019,8,"F"
0,0,803,"M6",2019,12,"G"
304,146,642,"YX",2019,9,"F"
3500,2933,356,"OH",2019,5,"F"
6885,4089,4579,"LH",2018,2,"F"
504,484,1384,"WS",2018,3,"F"
6802,5380,191,"UA",2018,10,"F"
3699,2948,5592,"BF",2018,11,"F"
1328,920,1195,"UA",2018,8,"F"
166,116,1969,"UA",2018,5,"F"
0,0,2218,"KAQ",2019,8,"P"
72,25,77,"H6",2019,4,"F"
175,172,1489,"WN",2018,9,"F"
6308,6038,2402,"UA",2019,6,"F"
15,0,11,"K2",2018,4,"F"
8529,5755,980,"DL",2018,1,"F"
2070,1763,991,"F9",2019,5,"F"
214,206,393,"UA",2019,8,"F"
58,43,678,"AC",2019,12,"L"
700,554,883,"WN",2019,9,"F"
4955,4477,270,"DL",2018,6,"F"
159,147,2611,"AS",2019,7,"F"
0,0,348,"FX",2018,10,"G"
0,0,427,"FX",2018,2,"G"
234,159,2611,"DL",2018,10,"L"
532,327,282,"YX",2019,10,"F"
2490,2305,2186,"UA",2018,1,"F"
2128,2039,1433,"OO",2019,6,"F"
58,42,347,"AC",2019,3,"L"
0,0,353,"FX",2019,9,"G"
4800,2515,1271,"AA",2018,9,"F"
21528,20064,1276,"DL",2018,3,"F"
48,16,73,"H6",2018,9,"F"
183,138,1284,"SY",2018,11,"L"
0,0,859,"FX",2018,8,"G"
5350,4011,99,"OH",2018,4,"F"
2650,2304,196,"PT",2019,7,"F"
0,0,415,"5X",2019,7,"G"
150,75,438,"EV",2019,4,"F"
160,148,1770,"DL",2019,6,"F"
3402,2568,1554,"UA",2019,4,"F"
5,0,24,"7S",2018,6,"G"
6,1,59,"V8",2018,12,"L"
0,0,403,"8C",2018,12,"P"
3162,2851,1452,"F9",2019,5,"F"
819,151,2598,"FJ",2019,3,"F"
8,0,304,"27Q",2018,4,"L"
4096,3519,964,"AA",2019,11,"F"
150,87,980,"AA",2019,7,"F"
3958,3376,1289,"Y4",2018,11,"F"
2686,2059,542,"UA",2019,8,"F"
44,39,216,"MQ",2019,8,"F"
280,259,680,"YX",2019,7,"F"
15270,12283,5989,"LH",2018,6,"F"
9,0,79,"H6",2018,7,"F"
1160,1155,1249,"NK",2018,4,"F"
5800,3536,155,"B6",2018,10,"F"
18,2,12,"H6",2018,1,"F"
0,0,964,"CI",2018,6,"G"
2410,1833,425,"YV",2019,1,"F"
670,650,1121,"WS",2019,11,"F"
0,0,393,"H6",2018,11,"G"
3420,2326,541,"9E",2019,2,"F"
7,2,9,"KAH",2019,12,"L"
4788,4030,86,"OO",2018,7,"F"
19200,10597,200,"B6",2019,10,"F"
11,0,40,"PP",2019,6,"L"
0,0,848,"5X",2018,8,"G"
8580,6954,1099,"WN",2018,8,"F"
572,500,119,"MQ",2019,12,"F"
4100,3302,147,"MQ",2018,9,"F"
199,153,453,"DL",2018,9,"F"
1443,1309,1259,"G4",2018,11,"F"
988,766,468,"YV",2018,10,"F"
0,0,419,"KLQ",2018,8,"P"
140,114,929,"AA",2018,2,"F"
4812,3188,2724,"AA",2018,10,"F"
2925,2607,634,"OH",2019,12,"F"
608,496,748,"YX",2018,10,"F"
348,278,1681,"AA",2018,12,"F"
2128,1730,508,"OO",2019,11,"F"
210,0,773,"OO",2018,1,"F"
1540,1116,308,"G7",2019,7,"F"
1050,577,188,"WN",2019,9,"F"
8046,6132,528,"DL",2018,2,"F"
150,146,326,"C5",2018,11,"F"
8,5,173,"04Q",2018,9,"L"
4140,3218,1561,"G4",2019,12,"F"
174,136,1545,"Y4",2019,10,"F"
4814,4242,1881,"UA",2019,3,"F"
177,166,819,"G4",2018,12,"F"
30,1,43,"GV",2018,4,"F"
70,24,1238,"2HQ",2019,11,"F"
10458,9673,1444,"UA",2018,7,"F"
10258,9123,290,"DL",2019,5,"F"
11614,9837,2324,"CM",2018,6,"F"
0,0,731,"KE",2018,3,"G"
5388,3886,488,"DL",2018,12,"F"
0,0,133,"FX",2018,12,"G"
0,0,680,"AS",2019,1,"G"
0,0,169,"U7",2019,11,"P"
49564,47247,2454,"UA",2018,8,"F"
368,234,1067,"AA",2019,8,"F"
2490,2281,1608,"UA",2018,8,"F"
1806,1171,1966,"TA",2018,8,"F"
8160,6931,1865,"DL",2018,5,"F"
300,143,280,"B6",2018,2,"F"
0,0,2846,"BR",2018,4,"G"
841,607,393,"7H",2018,4,"F"
3,1,27,"K2",2018,10,"F"
0,0,1877,"FX",2018,5,"G"
256,152,177,"UA",2018,7,"F"
26900,23978,399,"B6",2019,6,"F"
7168,5528,196,"AA",2019,2,"F"
140,117,111,"AA",2018,5,"F"
48,11,59,"2LQ",2018,12,"L"
9,8,62,"4W",2018,4,"L"
0,0,539,"NC",2019,9,"G"
199,174,512,"DL",2019,11,"L"
9,0,27,"7S",2018,10,"F"
3318,2340,271,"DL",2019,1,"F"
191,157,596,"DL",2019,8,"F"
3850,3501,1489,"WN",2019,8,"F"
0,0,102,"NC",2019,3,"P"
720,609,1144,"G4",2018,9,"F"
0,0,1659,"8C",2019,2,"P"
44,40,328,"MQ",2018,9,"F"
4004,2893,817,"WN",2019,1,"F"
6960,4899,184,"UP",2018,3,"F"
18,9,22,"H6",2018,6,"L"
1464,1373,758,"F9",2019,8,"F"
150,84,994,"B6",2018,8,"F"
2048,1853,837,"UA",2018,2,"F"
419,136,153,"GV",2019,4,"F"
45,35,69,"YR",2019,7,"L"
145,136,1076,"NK",2019,11,"F"
896,837,804,"UA",2018,6,"F"
0,0,508,"FX",2019,7,"G"
3900,3375,533,"UA",2019,8,"F"
6,0,117,"H6",2019,9,"L"
2,0,95,"8E",2019,11,"F"
4256,2306,648,"YX",2019,7,"F"
9468,7346,581,"B6",2018,10,"F"
168,155,1016,"SY",2018,1,"L"
16,8,14,"H6",2018,9,"F"
4450,3471,239,"ZW",2018,5,"F"
0,0,228,"FX",2018,6,"G"
1860,1598,890,"G4",2018,11,"F"
0,0,812,"8C",2019,3,"P"
2508,1643,595,"YV",2018,12,"F"
14928,14020,1017,"AA",2018,12,"F"
1,0,40,"7S",2018,12,"G"
1750,1426,541,"OO",2018,6,"F"
630,538,820,"UA",2019,6,"F"
8,2,833,"27Q",2018,3,"L"
336,259,971,"SY",2018,1,"L"
875,625,373,"WN",2018,6,"F"
150,0,444,"EV",2019,1,"F"
480,404,1207,"TA",2018,1,"F"
6777,5979,3819,"DL",2018,6,"F"
1820,1375,406,"OO",2019,4,"F"
584,541,2422,"AS",2019,3,"F"
166,157,1134,"UA",2019,5,"F"
9579,8432,5659,"OZ",2018,3,"F"
372,248,1485,"F9",2018,5,"F"
250,179,284,"C5",2018,6,"F"
2850,2643,1197,"UA",2019,1,"F"
0,0,731,"CX",2018,9,"G"
3997,3747,1828,"DL",2018,6,"F"
10052,8377,3589,"IB",2018,4,"F"
0,0,1447,"U7",2018,6,"P"
30,7,71,"GV",2018,11,"F"
836,531,837,"MQ",2018,8,"F"
3936,2560,145,"3M",2018,8,"F"
153,96,43,"8E",2019,8,"F"
0,0,109,"7S",2019,3,"G"
4185,2892,690,"YV",2018,1,"F"
0,0,538,"FX",2019,10,"G"
5006,4753,3367,"DL",2019,9,"F"
0,0,3904,"ADB",2018,3,"P"
150,150,1034,"UA",2019,6,"F"
9,2,103,"8E",2018,9,"L"
9,0,0,"HBQ",2018,6,"F"
4150,2852,213,"ZW",2019,4,"F"
350,285,5659,"UA",2019,6,"F"
143,90,256,"WN",2019,9,"F"
256,61,94,"AA",2018,1,"F"
1400,1297,667,"OO",2019,12,"F"
5,1,24,"V8",2019,11,"L"
1284,970,288,"7H",2019,12,"F"
16,2,3911,"0J",2019,7,"L"
6,0,92,"3AQ",2018,5,"L"
546,268,1039,"NK",2019,9,"F"
173,50,1258,"GL",2019,1,"L"
0,0,1017,"5X",2018,4,"G"
6,2,24,"V8",2019,5,"L"
8576,8129,644,"AA",2018,6,"F"
234,145,687,"DL",2019,12,"L"
344,0,803,"GL",2018,1,"L"
6,1,96,"H6",2018,9,"F"
880,708,192,"AA",2019,3,"F"
150,133,742,"F9",2018,5,"F"
5100,4715,1544,"B6",2018,1,"F"
0,0,5774,"KAQ",2018,1,"P"
8430,7075,3856,"LH",2019,3,"F"
12,4,20,"K2",2018,9,"F"
17259,14586,1605,"UA",2019,10,"F"
1602,1344,679,"AS",2018,10,"F"
72,5,67,"GV",2018,4,"F"
9,2,1510,"14Q",2019,2,"L"
14212,10380,109,"CP",2019,2,"F"
3432,2916,1167,"WN",2019,8,"F"
1404,1232,912,"G4",2018,8,"F"
6142,5364,1208,"UA",2018,7,"F"
5564,4650,4737,"UA",2019,11,"F"
1500,1206,1576,"B6",2018,12,"F"
616,426,2179,"BW",2018,1,"F"
3500,3311,716,"WN",2019,12,"F"
1144,929,667,"WN",2019,10,"F"
166,123,1685,"UA",2018,5,"F"
90,53,620,"KS",2019,2,"F"
5,2,94,"V8",2018,6,"L"
3222,2786,1829,"UA",2019,12,"F"
1750,1470,347,"OO",2019,4,"F"
4350,4039,1498,"UA",2018,9,"F"
143,140,1071,"WN",2019,10,"L"
6,0,34,"H6",2018,11,"F"
2356,2189,956,"QX",2019,1,"F"
450,336,1464,"AA",2019,6,"F"
200,146,474,"ZW",2018,1,"F"
180,0,0,"G4",2018,6,"F"
700,668,861,"WN",2018,10,"F"
4950,4192,430,"AA",2019,5,"F"
286,266,640,"WN",2019,7,"F"
172,56,239,"GL",2018,1,"L"
179,150,391,"09Q",2018,6,"L"
9,0,13,"GV",2018,9,"L"
5396,3352,1020,"YX",2018,2,"F"
10126,9191,447,"UA",2018,3,"F"
0,0,116,"FX",2019,5,"G"
608,552,331,"OH",2018,7,"F"
1600,1459,1096,"AA",2019,11,"F"
3080,2863,674,"DL",2019,10,"F"
608,569,634,"MQ",2018,1,"F"
50,26,474,"OH",2019,11,"F"
2,0,74,"8E",2019,9,"F"
0,0,4271,"CV",2018,5,"G"
1144,1014,1557,"WN",2019,1,"F"
4004,3480,528,"NK",2019,5,"F"
45,0,6,"GV",2019,9,"L"
7865,6483,967,"WN",2019,9,"F"
750,718,1006,"UA",2018,3,"F"
72,25,12,"GV",2019,12,"F"
380,285,796,"OO",2018,6,"F"
6600,3461,182,"UP",2018,9,"F"
1,0,89,"7S",2019,9,"G"
16731,13539,404,"WN",2018,9,"F"
504,486,901,"UA",2018,8,"F"
304,169,500,"OO",2018,3,"F"
0,0,4024,"5Y",2018,8,"P"
50,38,453,"AJQ",2018,5,"L"
600,516,595,"EV",2019,2,"F"
8968,8684,1075,"YV",2018,7,"F"
35,13,27,"GV",2018,8,"F"
7168,4026,431,"AA",2019,8,"F"
11284,7713,2556,"UA",2018,3,"F"
126,33,95,"J5",2018,3,"F"
7436,6292,806,"WN",2018,2,"F"
1092,1013,731,"NK",2019,9,"F"
5070,4728,3340,"UA",2018,6,"F"
189,104,926,"DL",2019,6,"F"
4800,3919,2105,"B6",2018,4,"F"
2100,1441,382,"EV",2019,3,"F"
512,486,1034,"UA",2019,3,"F"
1444,1244,587,"9E",2018,12,"F"
4,2,272,"Q5",2019,9,"L"
179,15,595,"09Q",2018,4,"L"
20,1,27,"7S",2018,9,"L"
3876,3455,849,"MQ",2018,7,"F"
6,3,179,"8V",2018,11,"L"
0,0,729,"FX",2018,8,"G"
8034,7787,3417,"DL",2018,8,"F"
1823,1382,574,"CP",2019,9,"F"
12,1,1,"K3",2018,3,"F"
7266,5625,1096,"B6",2019,12,"F"
65,60,749,"OO",2019,7,"F"
9856,8588,808,"AA",2018,5,"F"
6528,5055,6552,"OZ",2019,3,"F"
7826,4890,738,"9E",2018,1,"F"
4016,1949,1361,"UA",2018,4,"F"
110,104,406,"DL",2018,11,"F"
16,2,38,"H6",2019,9,"F"
50,50,305,"EV",2019,3,"F"
159,44,1192,"AS",2019,9,"F"
12160,9403,184,"YX",2018,3,"F"
1248,1050,698,"G4",2019,5,"F"
50,50,123,"C5",2019,10,"F"
900,680,157,"UA",2019,7,"F"
375,148,2419,"AS",2019,11,"F"
150,27,369,"B6",2019,9,"F"
75,63,251,"QK",2018,5,"F"
2128,1927,224,"YV",2019,11,"F"
2268,2093,4841,"LO",2019,8,"F"
179,155,1675,"09Q",2018,5,"L"
150,59,22,"H6",2019,5,"F"
450,233,218,"38Q",2019,10,"F"
7,0,996,"0WQ",2018,9,"L"
0,0,83,"FX",2019,11,"G"
0,0,665,"FX",2018,5,"G"
18,18,48,"8E",2019,4,"L"
995,790,689,"DL",2018,3,"F"
9,6,128,"5V",2019,9,"L"
19328,16231,204,"AA",2019,7,"F"
1440,1197,1066,"G4",2018,10,"F"
0,0,407,"5X",2018,5,"G"
3584,2932,279,"AA",2019,5,"F"
1482,1144,1825,"UA",2018,2,"F"
166,138,1040,"G4",2018,7,"F"
5960,5312,2611,"AS",2018,7,"F"
18,7,203,"5V",2019,7,"L"
1583,1079,1425,"KV",2019,1,"F"
0,0,1123,"KLQ",2019,11,"P"
24,9,96,"04Q",2019,3,"L"
0,0,925,"LH",2018,8,"G"
1158,722,2534,"SY",2018,8,"F"
6272,5286,334,"AA",2019,11,"F"
100,99,493,"YV",2019,2,"F"
8580,6786,4371,"AA",2019,10,"F"
300,160,280,"AA",2019,6,"F"
12,0,0,"GV",2019,3,"F"
0,0,1806,"5X",2018,5,"G"
264,81,980,"DL",2019,1,"F"
512,467,1887,"AA",2019,7,"F"
156,120,1006,"G4",2019,11,"F"
27,0,80,"H6",2019,1,"L"
895,747,1721,"UA",2019,11,"F"
45,45,503,"KS",2019,1,"F"
189,0,662,"DL",2018,9,"L"
76,73,689,"YX",2018,4,"F"
3072,2951,748,"UA",2018,6,"F"
260,174,303,"MQ",2019,11,"F"
0,0,59,"H6",2019,7,"G"
8019,7286,4160,"UA",2019,6,"F"
126,28,15,"H6",2018,5,"F"
8460,6918,1233,"RV",2018,11,"F"
3224,3050,271,"DL",2018,5,"F"
600,367,1498,"UA",2019,11,"F"
3780,2915,373,"DL",2019,6,"F"
2450,2314,895,"WN",2018,7,"F"
2356,1909,626,"OO",2019,7,"F"
2490,2415,991,"UA",2019,8,"F"
8,4,113,"13Q",2018,2,"L"
1957,1957,4715,"OS",2019,8,"F"
76,65,771,"YX",2018,4,"F"
875,733,1624,"WN",2018,4,"F"
7350,6522,2039,"WN",2018,11,"F"
5394,5253,2705,"WS",2019,7,"F"
50,1,107,"EV",2018,7,"F"
0,0,1117,"5X",2018,12,"G"
1098,692,119,"9K",2018,6,"F"
300,227,1969,"UA",2018,2,"F"
4318,3589,554,"DL",2019,9,"F"
1293,963,510,"G4",2019,9,"F"
9300,8268,1050,"B6",2018,8,"F"
3900,3187,717,"MQ",2019,7,"F"
13,0,648,"LF",2019,2,"L"
17550,16775,446,"KV",2018,6,"F"
1277,1137,1852,"DL",2018,4,"F"
0,0,74,"FX",2019,11,"G"
143,117,911,"WN",2019,5,"F"
6336,4858,158,"MQ",2019,12,"F"
3496,2978,73,"OO",2019,3,"F"
664,590,1148,"UA",2019,6,"F"
11,3,110,"GV",2018,11,"L"
7566,6083,7384,"UA",2019,9,"F"
0,0,1330,"M6",2019,9,"G"
1824,1669,531,"OO",2019,2,"F"
0,0,229,"FX",2019,2,"G"
3575,3307,1703,"WN",2019,7,"F"
6599,5806,867,"DL",2019,5,"F"
4050,3541,1734,"B6",2018,11,"F"
3140,3024,1107,"AS",2019,10,"F"
10,5,1150,"13Q",2018,4,"L"
650,615,192,"EV",2018,1,"F"
6,0,164,"K2",2018,9,"L"
4732,4191,823,"NK",2019,7,"F"
475,292,5345,"DY",2018,1,"F"
1820,1629,840,"OO",2019,4,"F"
370,347,6976,"PR",2019,1,"F"
18512,17272,1533,"AS",2018,5,"F"
13089,12077,456,"DL",2019,5,"F"
50,44,625,"OO",2018,8,"F"
6660,5716,297,"DL",2018,6,"F"
560,448,139,"OO",2018,3,"F"
1650,1471,371,"OO",2019,3,"F"
6,5,119,"H6",2018,7,"L"
12,1,31,"GV",2018,10,"L"
18000,13488,354,"B6",2018,5,"F"
10010,8898,1371,"WN",2019,7,"F"
2300,1784,130,"OO",2019,4,"F"
9,5,98,"J5",2018,2,"F"
5400,4399,852,"NK",2018,6,"F"
2100,1519,390,"WN",2019,4,"F"
38,28,197,"8E",2019,1,"L"
429,428,1624,"WN",2019,4,"F"
3952,3258,489,"YX",2018,12,"F"
532,375,610,"G7",2018,1,"F"
1450,999,1170,"NK",2018,4,"F"
4200,2797,416,"UA",2019,8,"F"
14804,12968,911,"AA",2019,6,"F"
5730,4560,290,"DL",2019,10,"F"
4150,3636,466,"ZW",2019,10,"F"
1866,1280,119,"YV",2019,4,"F"
678,678,1214,"WS",2019,12,"F"
700,390,869,"WN",2019,9,"F"
264,172,386,"DL",2019,5,"F"
3988,3189,1127,"NK",2019,10,"F"
4576,3483,393,"WN",2019,9,"F"
4250,3179,84,"OO",2018,8,"F"
0,0,892,"U7",2019,4,"P"
1550,1278,801,"ZX",2018,3,"F"
179,88,1269,"UA",2019,1,"F"
156,51,22,"K2",2018,12,"F"
2,2,69,"YR",2018,11,"L"
1,1,13,"YR",2019,8,"L"
360,329,509,"DL",2018,4,"F"
1440,1173,1184,"G4",2018,10,"F"
169,74,212,"UA",2018,7,"F"
4555,4103,618,"CP",2018,9,"F"
140,139,191,"YX",2019,3,"F"
1520,1318,871,"YV",2018,8,"F"
9,0,95,"GV",2019,3,"L"
140,0,695,"OO",2018,12,"F"
504,459,1685,"UA",2019,5,"F"
3809,3090,460,"OH",2018,5,"F"
224,154,2611,"DL",2018,6,"F"
1242,540,414,"YX",2018,12,"F"
664,313,541,"UA",2018,9,"F"
186,183,895,"F9",2018,6,"F"
97,32,59,"J5",2018,2,"F"
2100,984,308,"EV",2018,8,"F"
158,100,425,"DL",2019,1,"F"
6720,5964,1299,"DL",2018,11,"F"
2479,1164,333,"2JQ",2018,2,"F"
1050,921,436,"AX",2019,10,"F"
7296,6074,992,"NK",2019,10,"F"
16,14,55,"2LQ",2019,3,"L"
1966,1554,722,"OO",2019,6,"F"
24,6,0,"3AQ",2019,10,"L"
356,264,93,"AS",2018,2,"F"
525,439,787,"WN",2018,3,"F"
9,1,1167,"3EQ",2019,6,"L"
6360,4590,6744,"NH",2018,6,"F"
7356,5480,507,"AA",2019,12,"F"
4290,2471,786,"WN",2019,6,"F"
0,0,2462,"FX",2018,8,"P"
299,266,933,"AS",2019,8,"F"
18503,17655,1310,"DL",2019,7,"F"
346,293,1667,"GL",2019,12,"L"
43743,36116,515,"DL",2019,1,"F"
120,22,74,"H6",2019,8,"F"
3300,1969,723,"UA",2019,9,"F"
0,0,164,"L2",2019,8,"G"
100,64,589,"EV",2019,4,"F"
6,6,104,"H6",2018,2,"L"
0,0,182,"5X",2018,4,"G"
6656,5925,987,"AA",2019,3,"F"
2904,2618,1528,"DL",2019,9,"F"
377,185,71,"7H",2018,2,"F"
3328,2770,746,"UA",2019,2,"F"
6372,3876,3945,"LX",2018,2,"F"
1162,971,895,"UA",2018,3,"F"
11004,10079,931,"DL",2019,5,"F"
4712,3635,453,"QX",2018,12,"F"
50,42,198,"OH",2018,1,"F"
350,244,967,"WN",2019,3,"F"
2400,2088,1162,"AX",2019,2,"F"
0,0,684,"FX",2018,1,"G"
160,154,762,"DL",2018,8,"F"
18,4,95,"K2",2019,7,"F"
1311,1045,888,"YX",2019,12,"F"
140,40,95,"GV",2018,2,"F"
0,0,892,"U7",2018,3,"P"
76,52,385,"MQ",2019,12,"F"
5580,4649,1307,"VB",2018,8,"F"
0,0,4062,"5X",2018,10,"G"
8250,7536,7793,"CX",2019,3,"F"
187,183,813,"AA",2018,7,"F"
126,66,1189,"SY",2018,4,"L"
3200,3011,1782,"AA",2019,12,"F"
3420,3031,967,"F9",2018,1,"F"
0,0,165,"KO",2018,6,"G"
8,2,53,"27Q",2018,3,"L"
11,0,253,"7S",2019,11,"G"
1328,541,531,"UA",2019,10,"F"
10965,9219,2640,"TA",2019,12,"F"
2356,2114,935,"YX",2019,3,"F"
1612,777,503,"AS",2019,2,"F"
9,2,67,"8E",2018,8,"L"
72,61,1258,"DL",2019,6,"L"
471,400,1142,"DL",2018,11,"F"
3100,2623,94,"B6",2018,10,"F"
5162,3973,2422,"AS",2019,10,"F"
1000,904,265,"PT",2019,2,"F"
7,0,18,"GV",2018,6,"F"
6480,5776,5369,"BA",2019,8,"F"
5250,4444,251,"WN",2019,5,"F"
1750,1640,472,"G7",2018,4,"F"
0,0,16,"7S",2018,2,"G"
72,0,237,"DL",2019,3,"L"
0,0,377,"U7",2018,6,"P"
1520,1127,500,"YX",2018,8,"F"
0,0,1506,"5Y",2019,3,"P"
3770,2998,2039,"NK",2019,4,"F"
11008,10362,921,"AA",2018,3,"F"
8,0,87,"GV",2018,5,"L"
4975,4709,1599,"DL",2019,10,"F"
168,41,195,"XP",2018,3,"L"
9048,8115,2061,"AC",2018,7,"F"
1742,1593,1358,"WS",2018,3,"F"
50,25,728,"EV",2019,5,"F"
1328,1112,1334,"G4",2018,2,"F"
10372,9400,740,"OO",2018,10,"F"
126,59,1042,"UA",2018,8,"F"
3050,1999,260,"OO",2019,5,"F"
50,50,653,"OO",2019,6,"F"
72,52,1452,"DL",2018,1,"L"
0,0,1846,"OZ",2018,4,"G"
30,5,55,"H6",2019,9,"L"
819,622,213,"9K",2019,8,"F"
168,153,1016,"SY",2018,1,"L"
240,0,658,"5Y",2018,12,"L"
70,0,287,"OO",2019,5,"F"
76,25,228,"G7",2018,4,"F"
8,1,446,"13Q",2018,11,"L"
9,3,38,"H6",2019,7,"F"
186,137,538,"G4",2019,1,"F"
496,145,503,"AS",2018,1,"F"
6536,5377,372,"OO",2019,11,"F"
270,199,164,"AAT",2018,4,"F"
0,0,304,"5X",2019,12,"G"
63,35,17,"H6",2018,10,"F"
4788,3840,977,"NK",2019,9,"F"
13,1,2555,"0WQ",2018,4,"L"
6268,5739,4162,"DL",2018,6,"F"
670,492,1201,"WS",2018,12,"F"
1440,1317,1693,"DL",2019,1,"F"
168,148,374,"XP",2018,4,"L"
9,2,40,"8E",2019,12,"F"
1925,911,319,"WN",2019,4,"F"
6,1,42,"2O",2019,4,"L"
192,83,369,"3SD",2018,2,"F"
5766,5183,3819,"JL",2019,10,"F"
81,41,20,"GV",2018,7,"F"
152,110,763,"OO",2019,6,"F"
2400,1896,333,"B6",2018,5,"F"
70,58,1086,"OO",2019,4,"F"
2409,1694,601,"G4",2019,5,"F"
5742,4566,763,"5D",2019,3,"F"
837,76,39,"VI",2018,7,"F"
12,2,33,"K2",2019,4,"F"
0,0,111,"FX",2018,11,"G"
477,451,1399,"AS",2018,10,"F"
2700,2296,449,"OO",2018,6,"F"
4004,2876,742,"WN",2019,1,"F"
6400,5846,1626,"B6",2019,12,"F"
1320,1141,405,"MQ",2019,5,"F"
256,248,1069,"UA",2019,10,"F"
0,0,41,"7S",2018,9,"G"
716,657,1458,"UA",2018,6,"F"
9176,7609,4768,"DL",2019,9,"F"
