"seats","passengers","distance","unique_carrier","year","month","class"
2600,2267,174,"MQ",2019,6,"F"
50,1,841,"AJQ",2018,2,"L"
7448,6784,4074,"SK",2018,9,"F"
6802,6125,1065,"UA",2018,1,"F"
72,49,622,"DL",2019,2,"L"
70,48,495,"YX",2018,11,"F"
9,0,104,"H6",2018,7,"F"
50,42,764,"OH",2019,3,"F"
9,4,43,"HBQ",2019,3,"L"
597,522,1541,"DL",2018,4,"F"
4332,4108,528,"9E",2019,5,"F"
187,133,322,"AA",2019,4,"F"
2136,1979,1980,"AS",2019,4,"F"
72,47,957,"DL",2019,12,"L"
3822,2654,4267,"LO",2018,12,"F"
3861,3459,749,"WN",2019,8,"F"
2850,1951,342,"OO",2018,9,"F"
2556,2407,2266,"TA",2019,4,"F"
5244,4238,83,"OH",2018,5,"F"
350,299,200,"UA",2019,5,"F"
4184,1418,1118,"AA",2019,1,"F"
480,466,907,"DL",2018,8,"F"
7342,6247,4117,"DL",2019,12,"F"
220,142,558,"DL",2018,10,"F"
15044,13090,931,"DL",2018,4,"F"
3968,3406,628,"UA",2018,11,"F"
27,0,158,"5V",2018,2,"G"
189,146,668,"GL",2019,7,"L"
9,0,93,"GV",2019,8,"F"
7068,4681,1444,"NK",2018,5,"F"
14872,13481,1246,"WN",2019,8,"F"
27,1,7,"27Q",2018,7,"L"
2990,2417,566,"F9",2018,8,"F"
550,517,351,"OO",2019,7,"F"
0,0,2171,"5X",2018,10,"G"
48,4,79,"H6",2018,5,"F"
500,413,295,"MQ",2019,12,"F"
0,0,883,"FX",2019,11,"G"
110,44,140,"DL",2018,2,"F"
12600,11239,588,"B6",2019,6,"F"
2508,2037,404,"MQ",2019,3,"F"
160,160,1103,"AA",2018,3,"F"
750,631,1744,"UA",2018,7,"F"
1050,845,197,"WN",2018,10,"F"
70,21,577,"YX",2019,2,"F"
3456,3151,930,"AA",2019,4,"F"
65,0,214,"EV",2018,4,"F"
180,81,1073,"F9",2018,4,"F"
0,0,34,"7S",2018,7,"G"
156,151,1129,"G4",2018,4,"L"
40,11,193,"2LQ",2018,12,"F"
140,135,909,"G7",2019,12,"F"
1260,1157,641,"YX",2018,11,"F"
6737,5768,191,"OH",2018,6,"F"
4028,3166,615,"OO",2019,10,"F"
150,150,304,"AA",2018,5,"F"
456,447,1120,"NK",2019,2,"F"
35464,28607,405,"WN",2018,10,"F"
5004,3226,240,"OH",2018,11,"F"
2050,1882,996,"OO",2019,12,"F"
15488,8567,226,"AA",2018,10,"F"
360,262,733,"NK",2018,1,"F"
0,0,1519,"U7",2018,7,"P"
9,0,261,"7S",2019,3,"L"
664,641,1218,"UA",2019,5,"F"
4270,3828,852,"G7",2019,5,"F"
2,0,67,"7S",2019,8,"G"
1750,1365,949,"WN",2018,12,"F"
1404,1220,861,"G4",2018,1,"F"
14112,12609,315,"UA",2019,11,"F"
640,548,1981,"AA",2018,1,"F"
84,32,65,"Z3",2018,6,"F"
76,75,289,"YX",2018,7,"F"
60,53,115,"K2",2018,3,"F"
76,67,212,"YV",2019,4,"F"
1302,1239,2065,"F9",2019,3,"F"
3369,2685,1055,"RV",2018,10,"F"
152,0,991,"OO",2018,6,"F"
178,170,1953,"AS",2018,6,"F"
0,0,104,"U7",2019,3,"P"
5576,5077,1084,"DL",2019,9,"F"
1400,1207,337,"WN",2019,11,"F"
0,0,872,"FX",2018,4,"G"
140,120,1504,"YX",2019,1,"F"
14,6,3477,"36Q",2019,6,"L"
7150,5294,834,"WN",2019,10,"F"
3300,2751,2269,"B6",2018,2,"F"
78,13,0,"3AQ",2019,8,"L"
4050,3564,2082,"B6",2019,1,"F"
50,48,348,"EV",2019,2,"F"
166,162,628,"UA",2019,1,"F"
3450,2557,108,"OO",2018,8,"F"
3200,2987,1276,"AA",2019,8,"F"
0,0,1069,"9S",2018,9,"P"
50,43,529,"9E",2018,6,"F"
50,0,450,"EV",2018,11,"F"
9230,8473,2422,"DL",2018,2,"F"
1976,1204,569,"OO",2019,1,"F"
1820,1241,474,"OH",2019,1,"F"
7862,6016,6752,"NH",2018,12,"F"
428,396,1452,"UA",2018,3,"F"
6,0,81,"2O",2019,3,"F"
0,0,875,"FX",2019,9,"G"
9469,8303,632,"DL",2019,2,"F"
0,0,819,"5X",2019,11,"G"
34749,27621,417,"WN",2018,9,"F"
228,219,1199,"NK",2018,3,"F"
16,9,270,"LF",2018,8,"L"
1488,1245,880,"G4",2019,6,"F"
0,0,725,"AS",2019,12,"G"
1819,1763,7487,"QF",2018,5,"F"
13199,12028,442,"DL",2018,4,"F"
4320,3886,1706,"AA",2018,4,"F"
0,0,1205,"FX",2018,11,"G"
0,0,871,"5Y",2019,3,"P"
11456,10066,1121,"DL",2019,10,"F"
8786,6750,4278,"AZ",2018,10,"F"
33891,26674,358,"WN",2019,5,"F"
10759,9994,5109,"LH",2018,9,"F"
0,0,1877,"FX",2018,6,"G"
6,1,48,"H6",2018,8,"L"
10080,9262,640,"DL",2019,2,"F"
5620,4466,1225,"WS",2018,12,"F"
18,3,6,"H6",2018,5,"F"
148,108,505,"SY",2019,2,"L"
1611,1571,1721,"UA",2018,3,"F"
180,173,866,"DL",2018,7,"F"
0,0,74,"7S",2019,1,"G"
70,67,563,"YX",2019,6,"F"
0,0,4383,"5X",2019,10,"G"
9898,8372,1626,"DL",2018,11,"F"
600,405,345,"AX",2018,2,"F"
726,582,484,"F9",2019,10,"F"
140,131,677,"OO",2019,9,"F"
50,0,267,"OO",2019,11,"F"
1876,1525,1081,"WS",2019,11,"F"
23738,20026,404,"WN",2019,9,"F"
280,255,109,"G7",2019,9,"F"
16016,14391,763,"WN",2018,8,"F"
4329,3565,4052,"DL",2019,12,"F"
608,473,813,"YX",2019,11,"F"
600,437,550,"UA",2018,10,"F"
18743,16284,405,"DL",2019,5,"F"
2850,2416,516,"AX",2019,10,"F"
45,4,37,"GV",2019,10,"F"
25900,22355,399,"B6",2018,3,"F"
5865,5154,601,"OO",2018,10,"F"
30,30,0,"LF",2019,7,"F"
9,7,1191,"14Q",2019,8,"L"
412,245,1535,"DL",2019,9,"F"
8099,6548,3545,"BA",2018,3,"F"
179,150,474,"UA",2018,9,"L"
1725,1365,596,"OO",2018,4,"F"
0,0,222,"FX",2019,1,"G"
1995,1849,473,"OO",2019,5,"F"
1500,1325,402,"OO",2019,12,"F"
104,46,14,"GV",2019,9,"F"
525,492,738,"WN",2018,11,"F"
5320,4206,227,"G7",2019,10,"F"
1200,857,143,"EV",2019,4,"F"
152,103,227,"9E",2018,9,"F"
1050,769,462,"OO",2018,2,"F"
0,0,115,"7S",2019,12,"G"
1780,1490,802,"AS",2018,7,"F"
10620,9552,6926,"QR",2019,6,"F"
16,14,1318,"27Q",2018,4,"L"
76,35,733,"OO",2019,11,"F"
540,334,973,"NK",2018,9,"F"
664,451,541,"UA",2018,9,"F"
180,0,2179,"VB",2018,11,"L"
358,264,1637,"Y4",2019,9,"F"
0,0,1619,"FX",2019,5,"G"
1520,1391,667,"YV",2019,10,"F"
286,276,1891,"WN",2019,12,"F"
0,0,399,"FX",2019,9,"G"
9472,9030,936,"AA",2018,12,"F"
173,0,2423,"GL",2019,12,"L"
36,18,97,"V8",2019,2,"L"
6475,5891,1558,"WN",2018,7,"F"
166,160,708,"UA",2019,11,"F"
700,594,86,"OO",2019,2,"F"
76,73,191,"9E",2018,7,"F"
2800,1986,718,"EV",2018,5,"F"
358,312,1605,"UA",2018,7,"F"
5022,4299,1612,"AM",2018,4,"F"
3268,2863,140,"YV",2018,11,"F"
160,138,761,"DL",2018,3,"F"
3900,3317,1204,"B6",2019,2,"F"
26370,22135,4166,"DL",2018,9,"F"
8,1,149,"04Q",2019,11,"L"
146,143,522,"AS",2019,5,"F"
45,15,20,"H6",2019,9,"F"
42,12,100,"H6",2019,12,"F"
0,0,5659,"KE",2018,11,"G"
996,944,1554,"UA",2018,12,"F"
22000,16861,8070,"CX",2018,2,"F"
14678,12234,853,"UA",2018,9,"F"
150,0,824,"09Q",2018,2,"L"
3900,3452,763,"UA",2018,10,"F"
189,0,468,"09Q",2019,11,"L"
13,8,1462,"27Q",2019,4,"L"
3325,2575,444,"WN",2019,6,"F"
76,35,675,"OH",2018,3,"F"
1100,870,416,"EV",2019,10,"F"
368,337,288,"3E",2018,6,"F"
0,0,3386,"CX",2019,1,"G"
1840,1581,391,"F9",2019,5,"F"
0,0,261,"7S",2018,7,"G"
0,0,1720,"5Y",2019,6,"P"
5704,5372,373,"DL",2019,3,"F"
1218,1056,1095,"WS",2019,12,"F"
3850,3245,1246,"WN",2019,9,"F"
2418,2104,773,"F9",2019,10,"F"
0,0,495,"5X",2019,10,"G"
1242,658,585,"YX",2019,1,"F"
4350,3202,588,"UA",2018,1,"F"
537,446,1050,"UA",2019,12,"F"
76,75,540,"YX",2018,12,"F"
7555,5961,7659,"DL",2019,10,"F"
353,329,1366,"Y4",2019,12,"F"
384,324,1605,"UA",2019,7,"F"
6900,5393,351,"EV",2018,4,"F"
420,278,896,"OO",2018,1,"F"
4548,3844,1179,"B6",2019,8,"F"
286,276,2438,"WN",2018,8,"F"
2888,2394,604,"OO",2019,9,"F"
300,240,826,"AX",2018,1,"F"
5,0,95,"7S",2019,8,"F"
0,0,446,"FX",2019,10,"G"
36,17,74,"8E",2018,6,"F"
291,291,4507,"DY",2018,5,"F"
1900,1593,667,"EV",2018,1,"F"
17784,15192,337,"CP",2019,3,"F"
256,245,733,"AA",2019,5,"F"
7020,6458,5286,"AA",2019,7,"F"
8959,8473,545,"DL",2019,7,"F"
6,0,70,"KAH",2018,2,"F"
2050,1769,564,"OH",2018,1,"F"
3290,2257,733,"YX",2019,1,"F"
12,1,372,"27Q",2019,5,"L"
2028,1730,704,"G4",2019,10,"F"
8294,7378,541,"WN",2018,6,"F"
9,2,113,"H6",2018,12,"F"
0,0,859,"FX",2018,11,"G"
76,41,1134,"YX",2018,3,"F"
1188,1136,1311,"WS",2018,5,"F"
12400,11111,1574,"B6",2019,7,"F"
0,0,719,"KAQ",2018,12,"P"
70,65,585,"YX",2018,6,"F"
286,278,2421,"WN",2019,12,"F"
65,0,726,"OO",2019,5,"F"
9,0,23,"GV",2019,10,"F"
65,0,1040,"OO",2019,7,"F"
0,0,491,"5X",2018,2,"G"
0,0,175,"FX",2019,11,"G"
13340,12044,1546,"F9",2019,3,"F"
0,0,40,"SNK",2018,12,"P"
5425,5050,675,"WN",2018,5,"F"
0,0,683,"FX",2019,11,"G"
44,34,438,"MQ",2018,5,"F"
4290,3226,674,"WN",2018,2,"F"
3204,2915,569,"AS",2018,7,"F"
1900,1414,942,"YX",2019,5,"F"
0,0,4152,"M3",2018,8,"G"
3942,3468,2419,"UA",2018,9,"F"
1260,829,534,"DL",2019,10,"F"
8,6,799,"3EQ",2019,6,"L"
129,116,898,"SY",2019,3,"L"
152,107,383,"9E",2019,4,"F"
360,338,1303,"F9",2018,8,"F"
6,3,42,"2O",2018,1,"F"
1274,916,636,"NK",2018,11,"F"
4662,3965,140,"UA",2018,7,"F"
954,856,2454,"AS",2018,11,"F"
1794,1249,900,"OO",2018,2,"F"
18,3,17,"H6",2018,11,"L"
0,0,342,"9S",2018,2,"P"
210,186,224,"YX",2018,6,"F"
0,0,503,"FX",2019,3,"G"
117,38,130,"H6",2019,1,"F"
29,9,6,"GV",2019,11,"F"
12,0,1032,"27Q",2019,5,"L"
0,0,494,"5X",2019,5,"G"
8,2,1685,"27Q",2018,8,"L"
124,121,954,"AS",2018,10,"F"
3200,2513,119,"OO",2019,8,"F"
4000,3077,142,"OH",2018,5,"F"
54,9,6,"8E",2019,8,"F"
124,52,1092,"AS",2018,10,"F"
132,48,672,"DL",2019,1,"F"
2275,1403,307,"WN",2019,3,"F"
13692,7304,3995,"EK",2019,2,"F"
225,114,197,"8E",2019,6,"F"
250,0,888,"OO",2019,1,"F"
8866,7648,814,"WN",2018,11,"F"
14596,13151,1050,"AS",2019,12,"F"
0,0,1814,"FX",2019,10,"G"
0,0,1950,"5X",2019,10,"G"
10168,9502,646,"DL",2018,11,"F"
720,572,494,"F9",2018,8,"F"
150,123,1792,"UA",2019,7,"F"
690,597,387,"OO",2019,12,"F"
678,644,2041,"WS",2018,4,"F"
4350,4040,177,"NK",2018,6,"F"
0,0,29,"FX",2018,10,"G"
0,0,5838,"9S",2018,11,"P"
600,578,2176,"AC",2019,12,"F"
150,144,319,"EV",2019,12,"F"
6704,6018,925,"UA",2019,6,"F"
174,81,67,"H6",2018,9,"F"
8,4,885,"LF",2019,10,"L"
166,139,1069,"UA",2018,6,"F"
9,8,39,"1YQ",2019,1,"L"
1440,1254,440,"9E",2019,12,"F"
90,19,130,"4W",2019,3,"F"
1520,1277,196,"OO",2018,10,"F"
4712,3618,547,"OH",2019,7,"F"
186,170,278,"G4",2019,9,"L"
1860,1676,806,"F9",2019,7,"F"
2339,1252,261,"7H",2018,5,"F"
300,269,616,"OO",2019,7,"F"
1080,932,1053,"F9",2019,3,"F"
0,0,1017,"5X",2019,2,"G"
0,0,777,"KLQ",2018,6,"P"
1888,1725,1626,"DL",2018,5,"F"
4500,4035,783,"UA",2018,7,"F"
100,98,925,"B6",2018,6,"F"
4494,2739,3634,"BA",2019,2,"F"
429,410,185,"WN",2018,8,"F"
1587,1301,913,"OO",2018,4,"F"
183,42,1108,"SY",2018,11,"L"
199,176,1189,"DL",2019,4,"F"
319,185,462,"MQ",2018,4,"F"
12,2,19,"Z3",2019,6,"F"
0,0,126,"U7",2018,2,"P"
261,142,43,"8V",2018,1,"F"
720,692,494,"F9",2018,7,"F"
4290,3739,742,"WN",2019,9,"F"
3500,2768,1005,"WN",2019,4,"F"
200,131,1990,"B6",2019,10,"F"
50,0,472,"OO",2018,1,"F"
2826,2719,1670,"DL",2018,12,"F"
5600,4116,236,"WN",2019,10,"F"
65,0,356,"EV",2018,4,"F"
72,51,425,"DL",2019,2,"L"
8723,7334,314,"WN",2018,5,"F"
76,51,801,"MQ",2019,9,"F"
3026,1893,308,"AS",2019,10,"F"
66,17,27,"H6",2019,7,"F"
4160,3694,4120,"KL",2019,10,"F"
1748,1567,735,"OO",2019,11,"F"
3146,2509,1052,"WN",2018,9,"F"
1050,551,395,"UA",2018,1,"F"
36,13,74,"8E",2018,6,"F"
94,80,1602,"CM",2018,1,"F"
50,44,221,"OH",2019,4,"F"
1977,1005,1366,"Y4",2018,6,"F"
5969,5377,1590,"DL",2018,8,"F"
6650,5289,666,"WN",2018,9,"F"
12,3,54,"H6",2019,11,"L"
19,15,334,"8E",2018,12,"L"
0,0,1796,"5X",2018,12,"G"
24,6,56,"GV",2019,6,"F"
9280,6770,1437,"AA",2018,1,"F"
9,4,225,"8V",2019,10,"L"
474,196,311,"DL",2018,8,"F"
30,8,68,"3F",2018,7,"F"
3480,2428,2473,"AV",2019,12,"F"
636,616,1024,"AS",2019,6,"F"
1488,1420,1011,"F9",2019,7,"F"
10,3,1593,"27Q",2019,6,"L"
3717,3238,1334,"G4",2019,7,"F"
3432,2739,945,"WN",2018,9,"F"
1984,1273,1602,"CM",2018,1,"F"
72,64,95,"DL",2018,1,"L"
0,0,1707,"5X",2019,6,"G"
380,332,436,"YX",2018,3,"F"
0,0,844,"FX",2019,11,"G"
624,549,1045,"G4",2018,11,"F"
1596,1143,764,"9E",2019,2,"F"
9,6,40,"H6",2018,12,"F"
126,119,915,"SY",2019,4,"L"
0,0,507,"8C",2019,6,"P"
3600,3105,140,"UA",2019,7,"F"
2170,1901,110,"OO",2019,6,"F"
396,365,304,"DL",2019,3,"F"
2688,2374,370,"AA",2018,7,"F"
224,91,2994,"DL",2019,11,"F"
4256,3820,1019,"OO",2018,4,"F"
9,7,70,"8E",2019,6,"F"
0,0,115,"7S",2019,4,"G"
105,23,12,"GV",2018,4,"F"
700,632,281,"WN",2018,8,"F"
4290,3290,583,"WN",2019,2,"F"
537,481,1640,"Y4",2018,11,"F"
12,5,28,"K2",2019,5,"L"
0,0,1561,"AMQ",2019,3,"P"
69,4,91,"YX",2019,6,"F"
3500,3273,1368,"B6",2018,3,"F"
175,169,587,"WN",2019,1,"F"
150,138,909,"OO",2019,11,"F"
1302,1181,1011,"F9",2019,9,"F"
0,0,557,"FX",2019,4,"G"
7,3,40,"GV",2018,5,"L"
30,5,20,"H6",2018,9,"F"
15,2,60,"7S",2018,3,"F"
10470,10079,6725,"TK",2018,6,"F"
70,42,588,"OO",2018,6,"F"
2004,1832,1310,"F9",2019,7,"F"
13753,10623,348,"KV",2019,1,"F"
0,0,548,"AS",2018,3,"G"
11550,9901,957,"WN",2019,4,"F"
6,0,9,"2O",2018,11,"F"
144,96,364,"4B",2018,12,"F"
0,0,2454,"FX",2019,2,"G"
4748,3718,1325,"AA",2019,2,"F"
0,0,1814,"FX",2018,12,"G"
7293,6077,834,"WN",2018,12,"F"
7421,6317,1096,"AA",2018,8,"F"
0,0,1402,"FX",2018,12,"G"
5040,3887,1399,"SY",2018,5,"F"
157,61,907,"DL",2019,10,"F"
1450,971,191,"PT",2018,9,"F"
5400,4891,2052,"NK",2018,6,"F"
0,0,192,"FX",2018,12,"G"
9,0,41,"7S",2018,6,"G"
189,93,1233,"WG",2019,6,"F"
0,0,1410,"M6",2018,10,"G"
5580,4397,196,"DL",2018,10,"F"
2356,1692,629,"OH",2019,5,"F"
0,0,222,"FX",2018,11,"G"
4290,3459,861,"WN",2018,8,"F"
3038,2918,501,"DL",2018,6,"F"
65,30,274,"OH",2019,5,"F"
60,11,15,"3F",2019,4,"F"
1550,1327,916,"ZX",2018,8,"F"
4725,4323,981,"WN",2018,3,"F"
456,439,693,"YX",2018,4,"F"
24941,22732,2475,"DL",2018,9,"F"
76,39,964,"9E",2018,2,"F"
12312,10649,599,"OO",2018,2,"F"
10680,10439,8038,"EK",2019,6,"F"
9,2,88,"27Q",2018,5,"L"
276,258,622,"OO",2018,8,"F"
2850,1857,173,"OO",2018,5,"F"
525,394,1024,"WN",2018,11,"F"
640,505,2627,"DL",2019,2,"F"
0,0,4633,"MP",2019,10,"G"
1205,702,261,"DE",2018,8,"F"
1984,1671,1316,"CM",2018,2,"F"
70,11,89,"OO",2018,10,"F"
76,76,1395,"YV",2018,2,"F"
2600,2409,545,"OO",2018,5,"F"
0,0,143,"FX",2019,11,"G"
33160,26488,224,"AA",2019,6,"F"
1980,1605,1792,"BX",2019,1,"F"
2400,927,222,"OO",2019,11,"F"
4725,3758,1204,"WN",2018,12,"F"
0,0,148,"7S",2019,7,"G"
945,344,61,"9X",2018,10,"F"
5500,4120,91,"B6",2019,8,"F"
716,401,1034,"UA",2019,11,"F"
152,151,157,"9E",2019,7,"F"
50,49,337,"PT",2018,10,"F"
17097,16078,2172,"DL",2019,5,"F"
50,0,541,"OO",2018,8,"F"
256,184,1248,"UA",2019,2,"F"
7372,6450,651,"OO",2019,10,"F"
1820,1702,224,"OO",2019,4,"F"
6692,6053,1381,"AA",2019,4,"F"
360,351,896,"DL",2019,8,"F"
1116,843,1154,"F9",2019,5,"F"
70,68,1485,"YX",2018,8,"F"
175,169,582,"WN",2018,5,"F"
4563,4148,3414,"UA",2018,2,"F"
144,65,19,"H6",2019,8,"F"
18398,15626,1127,"DL",2019,5,"F"
640,467,175,"AA",2018,5,"F"
4028,3273,599,"OO",2018,3,"F"
537,450,811,"UA",2018,10,"F"
9800,8118,668,"WN",2018,7,"F"
816,604,4930,"AA",2018,10,"F"
160,137,606,"DL",2018,1,"F"
1656,1202,155,"OO",2019,9,"F"
9975,7718,801,"AA",2019,10,"F"
600,306,235,"UA",2018,3,"F"
312,267,912,"G4",2018,2,"F"
70,65,1042,"OO",2019,2,"F"
5913,5555,4437,"AY",2019,10,"F"
537,369,1297,"UA",2019,6,"F"
250,216,898,"EV",2018,9,"F"
180,72,1341,"F9",2018,12,"F"
76,0,997,"YV",2019,11,"F"
4319,3252,1469,"DL",2018,3,"F"
3325,2786,328,"WN",2018,11,"F"
2450,1848,158,"MQ",2018,1,"F"
102,45,174,"3M",2018,11,"F"
0,0,329,"NC",2018,8,"G"
3861,2839,287,"WN",2019,10,"F"
70,0,979,"OO",2018,2,"F"
72,0,256,"DL",2019,7,"L"
1300,726,300,"OO",2018,1,"F"
176,132,700,"AA",2019,4,"F"
126,100,204,"V8",2019,7,"F"
921,863,1669,"SY",2019,12,"F"
9312,6777,1281,"B6",2019,1,"F"
760,359,346,"ZK",2018,3,"F"
5580,4799,837,"NK",2018,8,"F"
3320,3068,794,"UA",2018,8,"F"
2023,1783,5223,"TK",2019,9,"F"
7287,6789,644,"AA",2019,2,"F"
175,124,562,"WN",2019,3,"F"
875,591,645,"WN",2018,6,"F"
7016,5695,355,"YV",2019,4,"F"
4899,3604,660,"YX",2019,5,"F"
13797,10275,1029,"SY",2018,6,"F"
8723,7828,1280,"AC",2018,6,"F"
450,296,453,"XP",2019,11,"L"
0,0,87,"FX",2019,3,"G"
240,180,1567,"AC",2018,2,"F"
6475,5269,838,"WN",2018,11,"F"
204,50,65,"Z3",2019,8,"F"
7000,4484,479,"WN",2018,10,"F"
3582,3113,2701,"DL",2018,11,"F"
1079,730,1553,"Y4",2019,11,"F"
551,149,218,"ZK",2018,2,"F"
4004,3543,1979,"NK",2019,9,"F"
8,7,347,"13Q",2019,8,"L"
1704,1549,2218,"UA",2018,3,"F"
0,0,4024,"5Y",2018,3,"P"
69,65,410,"9E",2019,7,"F"
0,0,4024,"M3",2018,8,"G"
0,0,71,"EM",2018,11,"G"
144,40,86,"H6",2019,1,"F"
364,276,1008,"UA",2018,2,"F"
278,183,672,"HA",2018,8,"L"
8316,6521,733,"UA",2018,12,"F"
7448,6721,588,"OH",2019,2,"F"
572,436,2176,"WN",2018,5,"F"
0,0,377,"W8",2019,12,"P"
6120,4368,3963,"AA",2018,5,"F"
895,797,776,"UA",2019,4,"F"
3456,3250,1911,"AA",2019,8,"F"
1305,946,997,"NK",2019,5,"F"
3036,2461,500,"MQ",2018,6,"F"
0,0,1230,"FX",2018,8,"G"
0,0,569,"KAQ",2019,10,"P"
0,0,183,"AS",2018,2,"G"
453,341,1014,"TA",2018,9,"F"
8400,4668,925,"B6",2018,9,"F"
4205,2730,96,"SEB",2019,3,"F"
3328,1582,491,"AA",2019,10,"F"
0,0,399,"NC",2019,2,"G"
11160,9070,369,"NK",2018,8,"F"
318,210,6485,"UA",2019,11,"F"
2370,2149,2026,"F9",2019,3,"F"
3675,3303,1315,"WN",2018,10,"F"
48,0,81,"J5",2018,8,"L"
366,350,3193,"UA",2018,8,"F"
275,266,3680,"CX",2018,11,"F"
0,0,7,"7S",2019,8,"G"
0,0,135,"5X",2019,7,"G"
10498,9201,1188,"AA",2018,8,"F"
1910,1665,817,"UA",2019,11,"F"
4004,3353,1322,"WN",2019,2,"F"
27,13,117,"5V",2019,9,"L"
537,451,326,"UA",2019,2,"F"
450,317,429,"UA",2018,7,"F"
0,0,3449,"LA",2019,7,"G"
108,31,90,"4W",2019,9,"F"
1400,1236,309,"MQ",2018,5,"F"
875,620,479,"WN",2019,2,"F"
10556,9532,1379,"UA",2019,4,"F"
4028,3368,1670,"QX",2019,2,"F"
6,0,83,"H6",2019,10,"F"
14,1,5522,"VJT",2019,9,"L"
0,0,288,"5V",2018,3,"G"
9,6,321,"13Q",2018,9,"L"
4256,3262,999,"MQ",2018,4,"F"
90,47,71,"H6",2018,5,"F"
5824,5303,5026,"AF",2018,1,"F"
6080,5545,479,"QX",2018,11,"F"
3996,3224,1416,"SY",2019,8,"F"
5188,4141,5557,"JL",2018,2,"F"
0,0,508,"FX",2018,4,"G"
4690,3451,725,"YX",2019,10,"F"
3780,3655,1011,"NK",2018,10,"F"
447,431,874,"DL",2018,11,"F"
8,4,365,"LF",2019,8,"L"
910,737,282,"OO",2019,2,"F"
628,611,1804,"DL",2019,1,"F"
1573,1509,2329,"WN",2019,3,"F"
4320,3201,2248,"AM",2018,11,"F"
912,781,762,"NK",2018,5,"F"
4239,3634,932,"DL",2019,1,"F"
4914,4166,1443,"AA",2019,9,"F"
1650,1450,246,"EV",2019,5,"F"
2752,2259,5624,"DY",2019,10,"F"
8,6,59,"J5",2019,6,"L"
3200,2427,484,"DL",2018,2,"F"
5244,4677,106,"9E",2019,10,"F"
2800,2366,1290,"WN",2018,12,"F"
650,427,566,"OO",2019,11,"F"
0,0,1439,"FX",2018,9,"G"
8183,7329,1436,"DL",2019,3,"F"
1590,1341,594,"LF",2018,8,"L"
716,663,1481,"UA",2018,11,"F"
332,190,319,"UA",2018,11,"F"
0,0,5584,"5Y",2018,11,"P"
10809,9867,3622,"FI",2019,6,"F"
3136,2951,1721,"AS",2019,8,"F"
5370,4580,305,"UA",2018,2,"F"
6683,6069,3819,"DL",2019,9,"F"
0,0,204,"AS",2018,5,"G"
273,203,802,"AA",2018,9,"F"
5070,4459,3340,"UA",2019,9,"F"
4200,3189,2082,"TA",2019,1,"F"
1540,1456,1236,"G7",2019,7,"F"
4719,4502,1728,"WN",2019,3,"F"
19869,17670,1379,"UA",2019,8,"F"
14946,13647,1095,"RV",2019,2,"F"
3770,3181,814,"OH",2019,3,"F"
400,387,925,"EV",2018,3,"F"
5244,4222,86,"OO",2018,8,"F"
1248,1117,855,"G4",2018,9,"F"
1260,1077,1126,"G4",2018,1,"F"
6836,6434,1953,"DL",2018,11,"F"
0,0,304,"U7",2019,2,"P"
50,50,87,"9E",2019,10,"F"
4680,3497,455,"NK",2018,10,"F"
2432,2240,416,"UA",2019,6,"F"
9,4,145,"H6",2019,4,"L"
0,0,4205,"RU",2018,4,"G"
3780,2296,280,"AA",2018,12,"F"
830,332,643,"UA",2018,9,"F"
18,2,84,"GV",2019,10,"F"
684,600,794,"YX",2019,12,"F"
15043,11321,324,"KV",2018,2,"F"
2250,1466,198,"9E",2018,12,"F"
1248,1121,831,"G4",2018,9,"F"
300,258,2079,"UA",2019,12,"F"
304,257,1375,"YX",2018,5,"F"
166,48,264,"UA",2019,12,"F"
456,248,528,"NK",2018,2,"F"
531,456,198,"9E",2019,10,"F"
1100,122,280,"OO",2018,2,"F"
6458,5915,5080,"DL",2019,10,"F"
3580,3289,800,"UA",2019,7,"F"
18,6,112,"8V",2018,11,"F"
5580,3708,873,"NK",2018,1,"F"
3876,2972,936,"NK",2019,11,"F"
0,0,6437,"5C",2018,5,"G"
1260,1212,1609,"UA",2018,8,"F"
2717,2502,1037,"WN",2019,8,"F"
0,0,43,"FX",2018,7,"G"
128,123,906,"AA",2018,5,"F"
0,0,2395,"ABX",2018,12,"G"
2400,2036,588,"ZW",2019,11,"F"
2278,1558,1028,"9E",2018,5,"F"
0,0,72,"FX",2018,3,"G"
0,0,46,"7S",2018,10,"G"
90,29,147,"8E",2019,6,"F"
2300,1840,616,"F9",2019,4,"F"
0,0,4383,"5X",2018,6,"G"
126,97,240,"UA",2018,6,"F"
4433,3927,930,"WN",2019,9,"F"
0,0,80,"5X",2018,1,"G"
70,0,834,"OO",2018,7,"F"
3572,2925,451,"OO",2018,7,"F"
300,253,1609,"UA",2019,8,"F"
8866,6903,368,"WN",2019,10,"F"
1976,1696,1156,"OO",2019,2,"F"
0,0,5081,"FX",2018,4,"G"
70,37,463,"G7",2019,9,"F"
0,0,555,"GFQ",2018,6,"P"
380,312,1468,"YX",2019,3,"F"
5,0,74,"2O",2019,5,"L"
2244,1365,731,"AA",2018,12,"F"
8500,7089,1158,"AA",2019,2,"F"
68,37,26,"8V",2018,4,"F"
0,0,1104,"FX",2018,6,"G"
63,41,24,"H6",2018,1,"L"
2800,2469,775,"WN",2019,12,"F"
1330,1209,1236,"G7",2018,12,"F"
4433,3985,1482,"WN",2018,8,"F"
6389,5406,3133,"UA",2018,4,"F"
4550,4122,1790,"WN",2019,11,"F"
4800,4066,1165,"AA",2018,6,"F"
